,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen
1009,21 jun 2021,"1,1869","1,1921","1,1849","1,1874","1,1874",-
1010,18 jun 2021,"1,1913","1,1927","1,1851","1,1913","1,1913",-
1011,17 jun 2021,"1,1992","1,2008","1,1907","1,1996","1,1996",-
1012,16 jun 2021,"1,2125","1,2135","1,2110","1,2127","1,2127",-
1013,15 jun 2021,"1,2124","1,2149","1,2103","1,2122","1,2122",-
1014,14 jun 2021,"1,2111","1,2132","1,2095","1,2110","1,2110",-
1015,11 jun 2021,"1,2173","1,2195","1,2095","1,2173","1,2173",-
1016,10 jun 2021,"1,2177","1,2192","1,2145","1,2182","1,2182",-
1017,9 jun 2021,"1,2172","1,2219","1,2172","1,2173","1,2173",-
1018,8 jun 2021,"1,2190","1,2197","1,2167","1,2194","1,2194",-
1019,7 jun 2021,"1,2166","1,2202","1,2145","1,2168","1,2168",-
1020,4 jun 2021,"1,2130","1,2188","1,2106","1,2133","1,2133",-
1021,3 jun 2021,"1,2212","1,2216","1,2121","1,2210","1,2210",-
1022,2 jun 2021,"1,2218","1,2229","1,2166","1,2218","1,2218",-
1023,1 jun 2021,"1,2234","1,2254","1,2215","1,2233","1,2233",-
1024,31 may 2021,"1,2190","1,2234","1,2184","1,2190","1,2190",-
1025,28 may 2021,"1,2193","1,2201","1,2133","1,2193","1,2193",-
1026,27 may 2021,"1,2190","1,2217","1,2176","1,2193","1,2193",-
1027,26 may 2021,"1,2249","1,2265","1,2200","1,2249","1,2249",-
1028,25 may 2021,"1,2214","1,2267","1,2212","1,2215","1,2215",-
1029,24 may 2021,"1,2181","1,2229","1,2176","1,2183","1,2183",-
1030,21 may 2021,"1,2228","1,2242","1,2174","1,2225","1,2225",-
1031,20 may 2021,"1,2173","1,2229","1,2171","1,2173","1,2173",-
1032,19 may 2021,"1,2226","1,2248","1,2192","1,2224","1,2224",-
1033,18 may 2021,"1,2155","1,2232","1,2154","1,2157","1,2157",-
1034,17 may 2021,"1,2148","1,2170","1,2128","1,2150","1,2150",-
1035,14 may 2021,"1,2080","1,2148","1,2071","1,2077","1,2077",-
1036,13 may 2021,"1,2077","1,2107","1,2053","1,2079","1,2079",-
1037,12 may 2021,"1,2146","1,2151","1,2068","1,2145","1,2145",-
1038,11 may 2021,"1,2142","1,2180","1,2125","1,2141","1,2141",-
1039,10 may 2021,"1,2168","1,2177","1,2137","1,2171","1,2171",-
1040,7 may 2021,"1,2066","1,2165","1,2053","1,2069","1,2069",-
1041,6 may 2021,"1,2009","1,2070","1,1994","1,2008","1,2008",-
1042,5 may 2021,"1,2016","1,2029","1,1987","1,2015","1,2015",-
1043,4 may 2021,"1,2060","1,2063","1,2000","1,2061","1,2061",-
1044,3 may 2021,"1,2026","1,2078","1,2015","1,2028","1,2028",-
1045,30 abr 2021,"1,2125","1,2129","1,2025","1,2127","1,2127",-
1046,29 abr 2021,"1,2136","1,2152","1,2104","1,2136","1,2136",-
1047,28 abr 2021,"1,2089","1,2102","1,2058","1,2090","1,2090",-
1048,27 abr 2021,"1,2079","1,2092","1,2058","1,2082","1,2082",-
1049,26 abr 2021,"1,2090","1,2118","1,2064","1,2090","1,2090",-
1050,23 abr 2021,"1,2018","1,2078","1,2014","1,2015","1,2015",-
1051,22 abr 2021,"1,2038","1,2070","1,2004","1,2038","1,2038",-
1052,21 abr 2021,"1,2033","1,2045","1,2000","1,2032","1,2032",-
1053,20 abr 2021,"1,2044","1,2082","1,2029","1,2045","1,2045",-
1054,19 abr 2021,"1,1968","1,2048","1,1943","1,1969","1,1969",-
1055,16 abr 2021,"1,1971","1,1995","1,1951","1,1972","1,1972",-
1056,15 abr 2021,"1,1982","1,1993","1,1958","1,1986","1,1986",-
1057,14 abr 2021,"1,1957","1,1982","1,1952","1,1954","1,1954",-
1058,13 abr 2021,"1,1912","1,1953","1,1884","1,1915","1,1915",-
1059,12 abr 2021,"1,1896","1,1920","1,1873","1,1901","1,1901",-
1060,9 abr 2021,"1,1916","1,1923","1,1869","1,1916","1,1916",-
1061,8 abr 2021,"1,1872","1,1915","1,1862","1,1874","1,1874",-
1062,7 abr 2021,"1,1875","1,1915","1,1865","1,1874","1,1874",-
1063,6 abr 2021,"1,1819","1,1855","1,1796","1,1819","1,1819",-
1064,5 abr 2021,"1,1766","1,1816","1,1739","1,1768","1,1768",-
1065,2 abr 2021,"1,1778","1,1787","1,1751","1,1780","1,1780",-
1066,1 abr 2021,"1,1729","1,1776","1,1715","1,1729","1,1729",-
1067,31 mar 2021,"1,1723","1,1759","1,1705","1,1724","1,1724",-
1068,30 mar 2021,"1,1769","1,1776","1,1713","1,1771","1,1771",-
1069,29 mar 2021,"1,1788","1,1794","1,1762","1,1788","1,1788",-
1070,26 mar 2021,"1,1776","1,1804","1,1773","1,1777","1,1777",-
1071,25 mar 2021,"1,1814","1,1830","1,1775","1,1813","1,1813",-
1072,24 mar 2021,"1,1841","1,1851","1,1813","1,1840","1,1840",-
1073,23 mar 2021,"1,1933","1,1943","1,1864","1,1933","1,1933",-
1074,22 mar 2021,"1,1885","1,1937","1,1876","1,1883","1,1883",-
1075,19 mar 2021,"1,1918","1,1937","1,1875","1,1918","1,1918",-
1076,18 mar 2021,"1,1981","1,1991","1,1910","1,1983","1,1983",-
1077,17 mar 2021,"1,1902","1,1918","1,1888","1,1902","1,1902",-
1078,16 mar 2021,"1,1927","1,1953","1,1884","1,1926","1,1926",-
1079,15 mar 2021,"1,1951","1,1965","1,1912","1,1950","1,1950",-
1080,12 mar 2021,"1,1982","1,1990","1,1911","1,1986","1,1986",-
1081,11 mar 2021,"1,1927","1,1978","1,1917","1,1926","1,1926",-
1082,10 mar 2021,"1,1897","1,1925","1,1870","1,1898","1,1898",-
1083,9 mar 2021,"1,1852","1,1916","1,1836","1,1852","1,1852",-
1084,8 mar 2021,"1,1925","1,1932","1,1848","1,1926","1,1926",-
1085,5 mar 2021,"1,1969","1,1969","1,1898","1,1968","1,1968",-
1086,4 mar 2021,"1,2048","1,2064","1,2025","1,2051","1,2051",-
1087,3 mar 2021,"1,2085","1,2110","1,2045","1,2085","1,2085",-
1088,2 mar 2021,"1,2049","1,2080","1,1994","1,2051","1,2051",-
1089,1 mar 2021,"1,2091","1,2102","1,2030","1,2090","1,2090",-
1090,26 feb 2021,"1,2160","1,2182","1,2092","1,2160","1,2160",-
1091,25 feb 2021,"1,2170","1,2242","1,2157","1,2171","1,2171",-
1092,24 feb 2021,"1,2152","1,2174","1,2111","1,2152","1,2152",-
1093,23 feb 2021,"1,2167","1,2179","1,2137","1,2167","1,2167",-
1094,22 feb 2021,"1,2124","1,2155","1,2092","1,2126","1,2126",-
1095,19 feb 2021,"1,2092","1,2148","1,2083","1,2092","1,2092",-
1096,18 feb 2021,"1,2046","1,2089","1,2036","1,2048","1,2048",-
1097,17 feb 2021,"1,2089","1,2098","1,2026","1,2092","1,2092",-
1098,16 feb 2021,"1,2132","1,2171","1,2096","1,2132","1,2132",-
1099,15 feb 2021,"1,2121","1,2147","1,2117","1,2122","1,2122",-
1100,12 feb 2021,"1,2130","1,2136","1,2084","1,2132","1,2132",-
1101,11 feb 2021,"1,2119","1,2151","1,2114","1,2121","1,2121",-
1102,10 feb 2021,"1,2117","1,2144","1,2110","1,2120","1,2120",-
1103,9 feb 2021,"1,2053","1,2115","1,2050","1,2054","1,2054",-
1104,8 feb 2021,"1,2049","1,2069","1,2021","1,2049","1,2049",-
1105,5 feb 2021,"1,1967","1,2040","1,1954","1,1967","1,1967",-
1106,4 feb 2021,"1,2042","1,2044","1,1967","1,2042","1,2042",-
1107,3 feb 2021,"1,2039","1,2050","1,2005","1,2039","1,2039",-
1108,2 feb 2021,"1,2068","1,2088","1,2018","1,2069","1,2069",-
1109,1 feb 2021,"1,2123","1,2136","1,2069","1,2124","1,2124",-
1110,29 ene 2021,"1,2121","1,2157","1,2096","1,2120","1,2120",-
1111,28 ene 2021,"1,2105","1,2144","1,2082","1,2105","1,2105",-
1112,27 ene 2021,"1,2163","1,2171","1,2062","1,2163","1,2163",-
1113,26 ene 2021,"1,2143","1,2175","1,2108","1,2146","1,2146",-
1114,25 ene 2021,"1,2169","1,2186","1,2117","1,2169","1,2169",-
1115,22 ene 2021,"1,2166","1,2188","1,2152","1,2166","1,2166",-
1116,21 ene 2021,"1,2115","1,2172","1,2110","1,2116","1,2116",-
1117,20 ene 2021,"1,2139","1,2160","1,2078","1,2139","1,2139",-
1118,19 ene 2021,"1,2078","1,2145","1,2078","1,2077","1,2077",-
1119,18 ene 2021,"1,2067","1,2086","1,2055","1,2068","1,2068",-
1120,15 ene 2021,"1,2153","1,2162","1,2085","1,2151","1,2151",-
1121,14 ene 2021,"1,2162","1,2173","1,2113","1,2162","1,2162",-
1122,13 ene 2021,"1,2209","1,2225","1,2155","1,2209","1,2209",-
1123,12 ene 2021,"1,2162","1,2178","1,2139","1,2161","1,2161",-
1124,11 ene 2021,"1,2188","1,2200","1,2135","1,2186","1,2186",-
1125,8 ene 2021,"1,2269","1,2282","1,2215","1,2271","1,2271",-
1126,7 ene 2021,"1,2338","1,2346","1,2247","1,2341","1,2341",-
1127,6 ene 2021,"1,2299","1,2350","1,2267","1,2300","1,2300",-
1128,5 ene 2021,"1,2253","1,2295","1,2250","1,2252","1,2252",-
1129,4 ene 2021,"1,2249","1,2310","1,2171","1,2251","1,2251",-
1130,1 ene 2021,"1,2173","1,2217","1,2135","1,2180","1,2180",-
1131,31 dic 2020,"1,2299","1,2310","1,2223","1,2300","1,2300",-
1132,30 dic 2020,"1,2253","1,2309","1,2252","1,2253","1,2253",-
1133,29 dic 2020,"1,2220","1,2276","1,2220","1,2223","1,2223",-
1134,28 dic 2020,"1,2207","1,2252","1,2184","1,2205","1,2205",-
1135,25 dic 2020,"1,2185","1,2213","1,2167","1,2185","1,2185",-
1136,24 dic 2020,"1,2194","1,2217","1,2179","1,2191","1,2191",-
1137,23 dic 2020,"1,2186","1,2219","1,2158","1,2187","1,2187",-
1138,22 dic 2020,"1,2238","1,2259","1,2166","1,2237","1,2237",-
1139,21 dic 2020,"1,2211","1,2235","1,2131","1,2216","1,2216",-
1140,18 dic 2020,"1,2262","1,2268","1,2227","1,2263","1,2263",-
1141,17 dic 2020,"1,2197","1,2263","1,2192","1,2200","1,2200",-
1142,16 dic 2020,"1,2154","1,2213","1,2147","1,2154","1,2154",-
1143,15 dic 2020,"1,2149","1,2166","1,2127","1,2149","1,2149",-
1144,14 dic 2020,"1,2134","1,2174","1,2118","1,2133","1,2133",-
1145,11 dic 2020,"1,2143","1,2164","1,2108","1,2144","1,2144",-
1146,10 dic 2020,"1,2082","1,2158","1,2080","1,2079","1,2079",-
1147,9 dic 2020,"1,2110","1,2149","1,2074","1,2111","1,2111",-
1148,8 dic 2020,"1,2109","1,2134","1,2097","1,2113","1,2113",-
1149,7 dic 2020,"1,2121","1,2164","1,2081","1,2121","1,2121",-
1150,4 dic 2020,"1,2145","1,2178","1,2134","1,2146","1,2146",-
1151,3 dic 2020,"1,2113","1,2175","1,2102","1,2115","1,2115",-
1152,2 dic 2020,"1,2070","1,2107","1,2041","1,2074","1,2074",-
1153,1 dic 2020,"1,1938","1,2054","1,1936","1,1938","1,1938",-
1154,30 nov 2020,"1,1971","1,2002","1,1944","1,1971","1,1971",-
1155,27 nov 2020,"1,1912","1,1962","1,1911","1,1916","1,1916",-
1156,26 nov 2020,"1,1918","1,1941","1,1887","1,1920","1,1920",-
1157,25 nov 2020,"1,1901","1,1928","1,1883","1,1901","1,1901",-
1158,24 nov 2020,"1,1842","1,1894","1,1839","1,1843","1,1843",-
1159,23 nov 2020,"1,1865","1,1906","1,1803","1,1866","1,1866",-
1160,20 nov 2020,"1,1867","1,1891","1,1852","1,1866","1,1866",-
1161,19 nov 2020,"1,1843","1,1855","1,1817","1,1848","1,1848",-
1162,18 nov 2020,"1,1864","1,1891","1,1851","1,1864","1,1864",-
1163,17 nov 2020,"1,1860","1,1893","1,1846","1,1859","1,1859",-
1164,16 nov 2020,"1,1844","1,1869","1,1815","1,1845","1,1845",-
1165,13 nov 2020,"1,1805","1,1834","1,1800","1,1803","1,1803",-
1166,12 nov 2020,"1,1779","1,1823","1,1760","1,1780","1,1780",-
1167,11 nov 2020,"1,1820","1,1833","1,1747","1,1819","1,1819",-
1168,10 nov 2020,"1,1823","1,1844","1,1781","1,1827","1,1827",-
1169,9 nov 2020,"1,1893","1,1919","1,1797","1,1893","1,1893",-
1170,6 nov 2020,"1,1814","1,1891","1,1796","1,1818","1,1818",-
1171,5 nov 2020,"1,1730","1,1857","1,1713","1,1733","1,1733",-
1172,4 nov 2020,"1,1765","1,1769","1,1608","1,1762","1,1762",-
1173,3 nov 2020,"1,1643","1,1742","1,1638","1,1643","1,1643",-
1174,2 nov 2020,"1,1643","1,1657","1,1624","1,1642","1,1642",-
1175,30 oct 2020,"1,1677","1,1703","1,1643","1,1679","1,1679",-
1176,29 oct 2020,"1,1747","1,1759","1,1656","1,1749","1,1749",-
1177,28 oct 2020,"1,1782","1,1788","1,1719","1,1784","1,1784",-
1178,27 oct 2020,"1,1809","1,1838","1,1799","1,1809","1,1809",-
1179,26 oct 2020,"1,1848","1,1851","1,1804","1,1848","1,1848",-
1180,23 oct 2020,"1,1814","1,1860","1,1788","1,1815","1,1815",-
1181,22 oct 2020,"1,1851","1,1869","1,1813","1,1854","1,1854",-
1182,21 oct 2020,"1,1829","1,1882","1,1829","1,1830","1,1830",-
1183,20 oct 2020,"1,1768","1,1840","1,1763","1,1769","1,1769",-
1184,19 oct 2020,"1,1716","1,1795","1,1705","1,1716","1,1716",-
1185,16 oct 2020,"1,1706","1,1747","1,1695","1,1707","1,1707",-
1186,15 oct 2020,"1,1748","1,1761","1,1690","1,1744","1,1744",-
1187,14 oct 2020,"1,1744","1,1770","1,1722","1,1742","1,1742",-
1188,13 oct 2020,"1,1814","1,1814","1,1736","1,1816","1,1816",-
1189,12 oct 2020,"1,1813","1,1827","1,1788","1,1817","1,1817",-
1190,9 oct 2020,"1,1767","1,1825","1,1759","1,1767","1,1767",-
1191,8 oct 2020,"1,1766","1,1781","1,1735","1,1767","1,1767",-
1192,7 oct 2020,"1,1737","1,1781","1,1725","1,1738","1,1738",-
1193,6 oct 2020,"1,1788","1,1807","1,1767","1,1792","1,1792",-
1194,5 oct 2020,"1,1722","1,1797","1,1719","1,1720","1,1720",-
1195,2 oct 2020,"1,1744","1,1747","1,1697","1,1745","1,1745",-
1196,1 oct 2020,"1,1724","1,1767","1,1718","1,1726","1,1726",-
1197,30 sept 2020,"1,1743","1,1756","1,1686","1,1742","1,1742",-
1198,29 sept 2020,"1,1678","1,1742","1,1667","1,1679","1,1679",-
1199,28 sept 2020,"1,1635","1,1680","1,1617","1,1635","1,1635",-
1200,25 sept 2020,"1,1674","1,1685","1,1613","1,1673","1,1673",-
1201,24 sept 2020,"1,1662","1,1681","1,1630","1,1659","1,1659",-
1202,23 sept 2020,"1,1708","1,1720","1,1665","1,1708","1,1708",-
1203,22 sept 2020,"1,1762","1,1773","1,1693","1,1768","1,1768",-
1204,21 sept 2020,"1,1846","1,1873","1,1733","1,1846","1,1846",-
1205,18 sept 2020,"1,1853","1,1871","1,1831","1,1848","1,1848",-
1206,17 sept 2020,"1,1804","1,1830","1,1742","1,1803","1,1803",-
1207,16 sept 2020,"1,1843","1,1883","1,1815","1,1844","1,1844",-
1208,15 sept 2020,"1,1867","1,1901","1,1841","1,1870","1,1870",-
1209,14 sept 2020,"1,1844","1,1888","1,1833","1,1843","1,1843",-
1210,11 sept 2020,"1,1826","1,1876","1,1826","1,1824","1,1824",-
1211,10 sept 2020,"1,1806","1,1915","1,1803","1,1806","1,1806",-
1212,9 sept 2020,"1,1769","1,1831","1,1754","1,1770","1,1770",-
1213,8 sept 2020,"1,1819","1,1829","1,1767","1,1822","1,1822",-
1214,7 sept 2020,"1,1837","1,1849","1,1814","1,1834","1,1834",-
1215,4 sept 2020,"1,1844","1,1864","1,1782","1,1840","1,1840",-
1216,3 sept 2020,"1,1846","1,1848","1,1790","1,1847","1,1847",-
1217,2 sept 2020,"1,1923","1,1924","1,1824","1,1923","1,1923",-
1218,1 sept 2020,"1,1939","1,2011","1,1937","1,1939","1,1939",-
1219,31 ago 2020,"1,1917","1,1964","1,1885","1,1918","1,1918",-
1220,28 ago 2020,"1,1820","1,1920","1,1812","1,1820","1,1820",-
1221,27 ago 2020,"1,1840","1,1899","1,1766","1,1843","1,1843",-
1222,26 ago 2020,"1,1833","1,1840","1,1776","1,1835","1,1835",-
1223,25 ago 2020,"1,1795","1,1844","1,1785","1,1795","1,1795",-
1224,24 ago 2020,"1,1799","1,1853","1,1786","1,1798","1,1798",-
1225,21 ago 2020,"1,1871","1,1886","1,1755","1,1874","1,1874",-
1226,20 ago 2020,"1,1842","1,1868","1,1807","1,1844","1,1844",-
1227,19 ago 2020,"1,1947","1,1955","1,1893","1,1948","1,1948",-
1228,18 ago 2020,"1,1879","1,1965","1,1875","1,1876","1,1876",-
1229,17 ago 2020,"1,1850","1,1881","1,1830","1,1853","1,1853",-
1230,14 ago 2020,"1,1819","1,1838","1,1785","1,1817","1,1817",-
1231,13 ago 2020,"1,1796","1,1864","1,1795","1,1794","1,1794",-
1232,12 ago 2020,"1,1740","1,1813","1,1713","1,1737","1,1737",-
1233,11 ago 2020,"1,1738","1,1805","1,1723","1,1738","1,1738",-
1234,10 ago 2020,"1,1782","1,1802","1,1743","1,1783","1,1783",-
1235,7 ago 2020,"1,1875","1,1884","1,1757","1,1876","1,1876",-
1236,6 ago 2020,"1,1874","1,1912","1,1821","1,1873","1,1873",-
1237,5 ago 2020,"1,1815","1,1905","1,1800","1,1815","1,1815",-
1238,4 ago 2020,"1,1761","1,1805","1,1724","1,1763","1,1763",-
1239,3 ago 2020,"1,1784","1,1788","1,1701","1,1782","1,1782",-
1240,31 jul 2020,"1,1874","1,1908","1,1803","1,1872","1,1872",-
1241,30 jul 2020,"1,1787","1,1807","1,1733","1,1783","1,1783",-
1242,29 jul 2020,"1,1721","1,1779","1,1715","1,1719","1,1719",-
1243,28 jul 2020,"1,1767","1,1776","1,1701","1,1769","1,1769",-
1244,27 jul 2020,"1,1653","1,1780","1,1653","1,1653","1,1653",-
1245,24 jul 2020,"1,1595","1,1640","1,1582","1,1596","1,1596",-
1246,23 jul 2020,"1,1567","1,1624","1,1542","1,1569","1,1569",-
1247,22 jul 2020,"1,1535","1,1601","1,1509","1,1534","1,1534",-
1248,21 jul 2020,"1,1458","1,1498","1,1426","1,1459","1,1459",-
1249,20 jul 2020,"1,1440","1,1468","1,1405","1,1443","1,1443",-
1250,17 jul 2020,"1,1386","1,1442","1,1379","1,1392","1,1392",-
1251,16 jul 2020,"1,1417","1,1443","1,1380","1,1417","1,1417",-
1252,15 jul 2020,"1,1411","1,1453","1,1394","1,1411","1,1411",-
1253,14 jul 2020,"1,1346","1,1407","1,1326","1,1345","1,1345",-
1254,13 jul 2020,"1,1309","1,1370","1,1305","1,1310","1,1310",-
1255,10 jul 2020,"1,1289","1,1325","1,1257","1,1288","1,1288",-
1256,9 jul 2020,"1,1338","1,1373","1,1288","1,1339","1,1339",-
1257,8 jul 2020,"1,1273","1,1346","1,1265","1,1275","1,1275",-
1258,7 jul 2020,"1,1310","1,1337","1,1260","1,1313","1,1313",-
1259,6 jul 2020,"1,1249","1,1347","1,1249","1,1247","1,1247",-
1260,3 jul 2020,"1,1240","1,1251","1,1221","1,1238","1,1238",-
1261,2 jul 2020,"1,1253","1,1303","1,1228","1,1251","1,1251",-
1262,1 jul 2020,"1,1234","1,1275","1,1189","1,1236","1,1236",-
1263,30 jun 2020,"1,1247","1,1262","1,1192","1,1247","1,1247",-
1264,29 jun 2020,"1,1224","1,1289","1,1221","1,1226","1,1226",-
1265,26 jun 2020,"1,1221","1,1239","1,1198","1,1222","1,1222",-
1266,25 jun 2020,"1,1251","1,1260","1,1191","1,1251","1,1251",-
1267,24 jun 2020,"1,1314","1,1326","1,1260","1,1312","1,1312",-
1268,23 jun 2020,"1,1277","1,1349","1,1234","1,1280","1,1280",-
1269,22 jun 2020,"1,1179","1,1268","1,1176","1,1178","1,1178",-
1270,19 jun 2020,"1,1207","1,1253","1,1174","1,1211","1,1211",-
1271,18 jun 2020,"1,1241","1,1263","1,1205","1,1243","1,1243",-
1272,17 jun 2020,"1,1265","1,1297","1,1210","1,1266","1,1266",-
1273,16 jun 2020,"1,1338","1,1350","1,1232","1,1338","1,1338",-
1274,15 jun 2020,"1,1254","1,1292","1,1229","1,1252","1,1252",-
1275,12 jun 2020,"1,1289","1,1340","1,1235","1,1288","1,1288",-
1276,11 jun 2020,"1,1369","1,1400","1,1326","1,1365","1,1365",-
1277,10 jun 2020,"1,1334","1,1389","1,1334","1,1332","1,1332",-
1278,9 jun 2020,"1,1303","1,1363","1,1244","1,1306","1,1306",-
1279,8 jun 2020,"1,1316","1,1319","1,1270","1,1320","1,1320",-
1280,5 jun 2020,"1,1337","1,1384","1,1286","1,1338","1,1338",-
1281,4 jun 2020,"1,1237","1,1361","1,1196","1,1236","1,1236",-
1282,3 jun 2020,"1,1186","1,1250","1,1181","1,1189","1,1189",-
1283,2 jun 2020,"1,1126","1,1196","1,1116","1,1126","1,1126",-
1284,1 jun 2020,"1,1115","1,1152","1,1101","1,1119","1,1119",-
1285,29 may 2020,"1,1078","1,1145","1,1070","1,1079","1,1079",-
1286,28 may 2020,"1,1015","1,1072","1,0993","1,1017","1,1017",-
1287,27 may 2020,"1,0981","1,1030","1,0937","1,0982","1,0982",-
1288,26 may 2020,"1,0901","1,0992","1,0898","1,0903","1,0903",-
1289,25 may 2020,"1,0909","1,0915","1,0872","1,0908","1,0908",-
1290,22 may 2020,"1,0952","1,0955","1,0886","1,0953","1,0953",-
1291,21 may 2020,"1,0979","1,1009","1,0939","1,0983","1,0983",-
1292,20 may 2020,"1,0930","1,0999","1,0929","1,0928","1,0928",-
1293,19 may 2020,"1,0916","1,0975","1,0903","1,0915","1,0915",-
1294,18 may 2020,"1,0819","1,0913","1,0801","1,0821","1,0821",-
1295,15 may 2020,"1,0806","1,0850","1,0791","1,0807","1,0807",-
1296,14 may 2020,"1,0822","1,0825","1,0777","1,0824","1,0824",-
1297,13 may 2020,"1,0846","1,0893","1,0831","1,0847","1,0847",-
1298,12 may 2020,"1,0809","1,0880","1,0785","1,0809","1,0809",-
1299,11 may 2020,"1,0840","1,0853","1,0804","1,0840","1,0840",-
1300,8 may 2020,"1,0837","1,0873","1,0816","1,0837","1,0837",-
1301,7 may 2020,"1,0801","1,0816","1,0768","1,0799","1,0799",-
1302,6 may 2020,"1,0840","1,0845","1,0784","1,0839","1,0839",-
1303,5 may 2020,"1,0905","1,0921","1,0827","1,0904","1,0904",-
1304,4 may 2020,"1,0957","1,0958","1,0901","1,0960","1,0960",-
1305,1 may 2020,"1,0945","1,1016","1,0935","1,0945","1,0945",-
1306,30 abr 2020,"1,0877","1,0970","1,0836","1,0877","1,0877",-
1307,29 abr 2020,"1,0832","1,0874","1,0832","1,0837","1,0837",-
1308,28 abr 2020,"1,0827","1,0890","1,0811","1,0825","1,0825",-
1309,27 abr 2020,"1,0824","1,0860","1,0812","1,0824","1,0824",-
1310,24 abr 2020,"1,0776","1,0818","1,0728","1,0777","1,0777",-
1311,23 abr 2020,"1,0807","1,0844","1,0758","1,0810","1,0810",-
1312,22 abr 2020,"1,0857","1,0883","1,0824","1,0856","1,0856",-
1313,21 abr 2020,"1,0864","1,0880","1,0818","1,0865","1,0865",-
1314,20 abr 2020,"1,0866","1,0897","1,0843","1,0867","1,0867",-
1315,17 abr 2020,"1,0860","1,0893","1,0813","1,0858","1,0858",-
1316,16 abr 2020,"1,0904","1,0908","1,0830","1,0905","1,0905",-
1317,15 abr 2020,"1,0982","1,0989","1,0858","1,0985","1,0985",-
1318,14 abr 2020,"1,0920","1,0984","1,0916","1,0923","1,0923",-
1319,13 abr 2020,"1,0931","1,0969","1,0894","1,0933","1,0933",-
1320,10 abr 2020,"1,0926","1,0954","1,0921","1,0927","1,0927",-
1321,9 abr 2020,"1,0861","1,0944","1,0842","1,0864","1,0864",-
1322,8 abr 2020,"1,0894","1,0896","1,0832","1,0895","1,0895",-
1323,7 abr 2020,"1,0802","1,0923","1,0791","1,0804","1,0804",-
1324,6 abr 2020,"1,0808","1,0834","1,0769","1,0807","1,0807",-
1325,3 abr 2020,"1,0844","1,0859","1,0776","1,0847","1,0847",-
1326,2 abr 2020,"1,0951","1,0963","1,0844","1,0954","1,0954",-
1327,1 abr 2020,"1,1028","1,1038","1,0919","1,1027","1,1027",-
1328,31 mar 2020,"1,1028","1,1044","1,0930","1,1030","1,1030",-
1329,30 mar 2020,"1,1135","1,1138","1,1012","1,1139","1,1139",-
1330,27 mar 2020,"1,1046","1,1086","1,0955","1,1048","1,1048",-
1331,26 mar 2020,"1,0888","1,1025","1,0877","1,0890","1,0890",-
1332,25 mar 2020,"1,0801","1,0850","1,0770","1,0803","1,0803",-
1333,24 mar 2020,"1,0765","1,0889","1,0753","1,0765","1,0765",-
1334,23 mar 2020,"1,0688","1,0825","1,0660","1,0694","1,0694",-
1335,20 mar 2020,"1,0658","1,0830","1,0655","1,0657","1,0657",-
1336,19 mar 2020,"1,0943","1,0946","1,0698","1,0962","1,0962",-
1337,18 mar 2020,"1,1017","1,1045","1,0832","1,1016","1,1016",-
1338,17 mar 2020,"1,1163","1,1189","1,0958","1,1163","1,1163",-
1339,16 mar 2020,"1,1160","1,1235","1,1089","1,1155","1,1155",-
1340,13 mar 2020,"1,1184","1,1221","1,1065","1,1185","1,1185",-
1341,12 mar 2020,"1,1261","1,1333","1,1081","1,1262","1,1262",-
1342,11 mar 2020,"1,1316","1,1366","1,1259","1,1317","1,1317",-
1343,10 mar 2020,"1,1397","1,1423","1,1334","1,1398","1,1398",-
1344,9 mar 2020,"1,1386","1,1496","1,1357","1,1386","1,1386",-
1345,6 mar 2020,"1,1224","1,1355","1,1214","1,1224","1,1224",-
1346,5 mar 2020,"1,1139","1,1204","1,1122","1,1139","1,1139",-
1347,4 mar 2020,"1,1177","1,1186","1,1097","1,1181","1,1181",-
1348,3 mar 2020,"1,1144","1,1207","1,1097","1,1144","1,1144",-
1349,2 mar 2020,"1,1053","1,1164","1,1037","1,1051","1,1051",-
1350,28 feb 2020,"1,0996","1,1053","1,0952","1,0997","1,0997",-
1351,27 feb 2020,"1,0886","1,1006","1,0886","1,0886","1,0886",-
1352,26 feb 2020,"1,0881","1,0904","1,0856","1,0882","1,0882",-
1353,25 feb 2020,"1,0849","1,0882","1,0832","1,0849","1,0849",-
1354,24 feb 2020,"1,0839","1,0864","1,0808","1,0839","1,0839",-
1355,21 feb 2020,"1,0788","1,0864","1,0788","1,0788","1,0788",-
1356,20 feb 2020,"1,0810","1,0821","1,0780","1,0810","1,0810",-
1357,19 feb 2020,"1,0795","1,0808","1,0784","1,0795","1,0795",-
1358,18 feb 2020,"1,0837","1,0839","1,0787","1,0840","1,0840",-
1359,17 feb 2020,"1,0841","1,0854","1,0830","1,0842","1,0842",-
1360,14 feb 2020,"1,0846","1,0862","1,0831","1,0846","1,0846",-
1361,13 feb 2020,"1,0876","1,0891","1,0836","1,0876","1,0876",-
1362,12 feb 2020,"1,0922","1,0925","1,0887","1,0919","1,0919",-
1363,11 feb 2020,"1,0912","1,0927","1,0893","1,0913","1,0913",-
1364,10 feb 2020,"1,0949","1,0961","1,0910","1,0949","1,0949",-
1365,7 feb 2020,"1,0981","1,0987","1,0947","1,0983","1,0983",-
1366,6 feb 2020,"1,1000","1,1013","1,0966","1,1002","1,1002",-
1367,5 feb 2020,"1,1045","1,1049","1,0998","1,1047","1,1047",-
